ID	String	Description	Type	Comment	Link1	Link2
id_moz_190807_3	Mozilla/5.0 (compatible; EARTHCOM/2.2; +http://enter4u.eu)	enter4u / Earthcom.info search (Czech Republic)	R		http://enter4u.eu/	http://www.earthcom.info
id_moz_050107_1	Mozilla/5.0 (compatible; egothor/8.0g; +http://ego.ms.mff.cuni.cz/)	Prague Faculty of Mathematics and Physics using Egothor open source crawler	P	195.113.20.125	http://ego.ms.mff.cuni.cz/	http://www.egothor.org/
id_moz_310507_1	Mozilla/5.0 (compatible; Exabot Test/3.0; +http://www.exabot.com/go/robot)	Exalead (France) search robot (193.47.80.xx)	R	s. Harvest-NG/1.0.2 and Exalead NG...	http://www.exabot.com/	
id_moz_221207_1	Mozilla/5.0 (compatible; FatBot 2.0; http://www.thefind.com/main/CrawlerFAQs.fhtml)	TheFind.com - Shopping search robot	R	64.124.148.xx[x]	http://www.thefind.com/	
id_moz_170109_2	Mozilla/5.0 (compatible; Galbot/1.0; +http://www.galbot.com/bot.html)	Galbot tagging robot (beta) - Denmark	R		http://www.galbot.com/	
id_moz_955	mozilla/5.0 (compatible; genevabot http://www.healthdash.com)	Geneva Single-Site Search Engine used by Healthdash health search	R		http://www.healthdash.com	
id_moz_170207_4	Mozilla/5.0 (compatible; Google Desktop) Paros/3.2.12	Paros - a Java based HTTP/HTTPS proxy	P		http://sourceforge.net/projects/paros	
id_moz_956	Mozilla/5.0 (compatible; Googlebot/2.1; http://www.google.com/bot.html)	Google robot	R	s. also: - Googlebot - Mozilla/4.0 (MobilePhone SCP ...	http://www.google.com	
id_moz_957	mozilla/5.0 (compatible; heritrix/1.0.4 http://innovationblog.com)	Unknown robot using Heritrix	R		http://innovationblog.com	http://crawler.archive.org/
id_moz_280207_1	Mozilla/5.0 (compatible; heritrix/1.10.2 +http://i.stanford.edu/)	The Stanford University InfoLab robot using Heritrix	R	171.67.73.1x	http://i.stanford.edu/	http://www.archive.org/
id_moz_280108_2	Mozilla/5.0 (compatible; heritrix/1.12.1 +http://newstin.com/)	Newstin news feed search using Heritrix	R	195.39.35.1xx	http://www.newstin.com/	
id_moz_210807_1	Mozilla/5.0 (compatible; heritrix/1.12.1 +http://www.page-store.com)	Page-store.com vertical search via Amazon Web Services	R	72.44.62.1xx	http://www.page-store.com/	http://www.amazonaws.com/
id_moz_230108_1	Mozilla/5.0 (compatible; heritrix/1.12.1 +http://www.page-store.com) [email:paul@page-store.com]	Page-store.com vertical search via Amazon Web Services	R	72.44.62.1xx	http://www.page-store.com/	http://www.amazonaws.com/
id_moz_958	mozilla/5.0 (compatible; heritrix/1.3.0 http://archive.crawler.org)	Heritrix Internet Archive's open-source web project	R		http://archive.crawler.org	
id_moz_270106_2	Mozilla/5.0 (compatible; heritrix/1.4.0 +http://www.chepi.net)	Chepi Beta search Spain (194.116.240.1xx) using Heritrix	R		http://www.chepi.net/	http://lucene.apache.org
id_moz_959	Mozilla/5.0 (compatible; heritrix/1.4t http://www.truveo.com/)	Truveo data mining robot using Heritrix	R		http://www.truveo.com/home/	http://crawler.archive.org/
id_moz_960	Mozilla/5.0 (compatible; heritrix/1.5.0 http://www.l3s.de/~kohlschuetter/projects/crawling/)	L3S WebCrawling Project (Germany) using Heritrix	R		http://www.l3s.de/~kohlschuetter/projects/crawling/	http://crawler.archive.org/
id_moz_961	Mozilla/5.0 (compatible; heritrix/1.5.0-200506231921 http://pandora.nla.gov.au/crawl.html)	Pandora Internet Archive crawler (Australia) using Heritrix	R		http://pandora.nla.gov.au	http://crawler.archive.org/
id_moz_250706_3	Mozilla/5.0 (compatible; heritrix/1.6.0 http://www.worio.com/)	WORIO (beta) search for computer scientists and programmers using Heritrix open-source crawler	R	137.82.84.xx	http://www.worio.com/	http://www.archive.org/
id_moz_190607_1	Mozilla/5.0 (compatible; heritrix/1.7.0 +http://www.greaterera.com/)	greatarea.com website collection project using Heritrix	R	63.209.222.	http://www.greaterera.com/	
id_moz_230307_1	Mozilla/5.0 (compatible; Heritrix/1.8.0 http://www.hanzoarchives.com)	hanzo:web social web archiving service	D	216.182.238.	http://www.hanzoweb.com/	
id_moz_151106_1	Mozilla/5.0 (compatible; heritrix/1.x.x +http://www.accelobot.com)	Accelobot - Accelovation Market Discovery software robot	R	72.20.99.xx	http://www.accelobot.com/	http://www.accelovation.com/solutions.html
id_moz_030208_1	Mozilla/5.0 (compatible; heritrix/2.0.0-RC1 +http://www.aol.com)	Unknown AOL robot using Heritrix	R	64.236.128.x	http://www.aol.com/	
id_moz_051207_2	Mozilla/5.0 (compatible; Hermit Search. Com; +http://www.hermitsearch.com)	Hermits Search.com - Products and service search robot	R	72.55.165.11x	http://www.hermitsearch.com/	
id_moz_161006_2	Mozilla/5.0 (compatible; http://www.IsMySiteUp.Net/bot/ )	IsMySiteUp? - Online website monitoring service	C	142.179.247.xx	http://www.ismysiteup.net/	
id_moz_101106_2	Mozilla/5.0 (compatible; http://www.UptimeAuditor.com/bot/ )	UptimeAuditor - real time web monitoring	C	142.179.247.xx	http://www.uptimeauditor.com/	
id_moz_180508_1	Mozilla/5.0 (compatible; HyperixScoop/1.3; +http://www.hyperix.com)	Hyperix vertical search crawler	R	64.40.113.[x]xx	http://www.hyperix.com/	
id_moz_070406_1	Mozilla/5.0 (compatible; iaskspider/1.0; MSIE 6.0)	Unknown robot (reads robots.txt) from chinatelecom (219.142.78.xx)		Not from iask.com.cn - s. also iaskspider		
id_moz_280607_1	Mozilla/5.0 (compatible; IDBot/1.0; +http://www.id-search.org/bot.html)	ID-Search.org - Russian search project	R	67.159.44.2xx	http://id-search.org/bot.html	
id_moz_962	Mozilla/5.0 (compatible; InterseekWeb/3.x)	Najdi.si (Slovenia) search using Interseek/Web Interseek/API Search Engine	R		http://www.najdi.si/pomoc/eng/index.jsp	
id_moz_130807_4	Mozilla/5.0 (compatible; Jim +http://www.hanzoarchives.com)	hanzo:web social web archiving service	D	216.182.238.	http://www.hanzoweb.com/	
id_moz_963	Mozilla/5.0 (compatible; Konqueror/2.0.1; X11); Supports MD5-Digest; Supports gzip encoding	Konqueror 2.0.x X11	B		http://www.konqueror.org/	
id_moz_964	Mozilla/5.0 (compatible; Konqueror/2.1.1; X11)	Konqueror 2.1.x X11	B		http://www.konqueror.org/	
id_moz_966	Mozilla/5.0 (compatible; Konqueror/2.2.2)	Konqueror 2.2.x	B		http://www.konqueror.org/	
id_moz_965	Mozilla/5.0 (compatible; Konqueror/2.2.2; Linux 2.4.14-xfs; X11; i686)	Konqueror 2.2.x Linux	B		http://www.konqueror.org/	
id_moz_050108_2	Mozilla/5.0 (compatible; Konqueror/3.5; Linux) KHTML/3.5.5 (like Gecko) (Exabot-Thumbnails)	Exalead (France) search robot (193.47.80.xx)	R	s. Harvest-NG/1.0.2 and Exalead NG...	http://www.exabot.com/	
id_moz_967	Mozilla/5.0 (compatible; LemSpider 0.1)	Lemur Consulting LemIR spider	R		http://www.lemurconsulting.com	
id_moz_968	Mozilla/5.0 (compatible; LinksManager.com_bot http://linksmanager.com/linkchecker.html)	Linksmanager.com online link checking service	C	s.also LinksManager.com	http://www.linksmanager.com	
id_moz_140408_2	Mozilla/5.0 (compatible; LinkStash Bookmark Manager; http://www.xrayz.co.uk/)	LinkStash Bookmark Manager	C		http://www.xrayz.co.uk/	
id_moz_060706_2	Mozilla/5.0 (compatible; MojeekBot/2.0; http://www.mojeek.com/bot.html)	Mojeek Search Preview robot (217.155.205.xx)	R	s. also MojeekBot/0.x	http://www.mojeek.com	
id_moz_290107_1	Mozilla/5.0 (compatible; MOSBookmarks/v2.6-Plus; Link Checker)	Joomla!/Mambo component - MosBookmarks (bot) link checking	C		http://www.tegdesign.ch/	
id_moz_091007_1	Mozilla/5.0 (compatible; MSIE 6.0; Podtech Network; crawler_admin@podtech.net)	PodTech entertainment and video network crawler	R	71.134.235.xx	http://www.podtech.net/home/	
id_moz_969	Mozilla/5.0 (compatible; OnetSzukaj/5.0; http://szukaj.onet.pl)	onet.pl Szukaj (Search) robot (213.180.128.1xx)	R	s. also - Onet.pl SA	http://szukaj.onet.pl	
id_moz_181207_1	Mozilla/5.0 (compatible; PagestackerBot; http://www.pagestacker.com)	Pagestacker online bookmark service	C	70.85.129.12x	http://www.pagestacker.com/	
id_moz_020307_1	Mozilla/5.0 (compatible; PalmeraBot; http://www.links24h.com/help/palmera) Version 0.001	PalmeraBot - Links24h.com search engine robot	R	80.59.111.2xx	http://www.links24h.com/	http://www.links24h.com/help/palmera/
id_moz_130806_1	Mozilla/5.0 (compatible; PEAR HTTP_Request class; http://feed.moo.jp/)	FeedMo feed search (Japan) using Pear HTTP	C ?	210.188.205.2xx	http://feed.moo.jp/	http://pear.php.net/
id_moz_190607_2	Mozilla/5.0 (compatible; Phonifier; +http://www.phonifier.com)	PHONifier mobile access to web content	D B		http://www.phonifier.com/	
id_moz_240208_2	Mozilla/5.0 (compatible; pmoz.info ODP link checker; +http://pmoz.info/doc/botinfo.htm)	pmoz.info ODP link checking bot	C	74.208.25.118 / 216.15.74.85	http://pmoz.info/doc/botinfo.htm	http://www.dmoz.org/
id_moz_970	Mozilla/5.0 (compatible; pogodak.ba/3.x)	Pogodak search (Slovenia) robot via Interseek	R	89.143.229.1xx	http://www.pogodak.hr	http://www.interseek.com/
id_moz_100408_2	Mozilla/5.0 (compatible; Pogodak.hr/3.1)	Pogodak search (Slovenia) robot via Interseek	R	89.143.229.1xx	http://www.pogodak.hr	http://www.interseek.com/
id_moz_101107_1	Mozilla/5.0 (compatible; Proximic crawler; +http://www.proximic.com/en/about-us/contact-us.html)	Proximic Publisher Widget - RSS and news content generator	C		http://www.proximic.com/	
id_moz_230907_1	Mozilla/5.0 (compatible; PWeBot/3.1; http://www.programacionweb.net/robot.php)	ProgramacionWeb.net PWeBot crawler (Argentina)	R	62.149.236.2xx	http://www.programacionweb.net/robot-en.php	http://www.programacionweb.net/
id_moz_130507_1	Mozilla/5.0 (compatible; Quantcastbot/1.0; www.quantcast.com)	Quantcast - Open Internet Ratings Service	R		http://www.quantcast.com/	
id_moz_190706_1	Mozilla/5.0 (compatible; robtexbot/1.0; http://www.robtex.com/ )	robtex - Multi-RBL check and AS-numbercheck	C		http://www.robtex.com/	
id_moz_050408_1	Mozilla/5.0 (compatible; ScoutJet; +http://www.scoutjet.com/)	ScoutJet (Blekko) search web crawler	R		http://www.scoutjet.com/	
id_moz_300106_3	Mozilla/5.0 (compatible; Scrubby/2.2;  http://www.scrubtheweb.com/)	Scrub the web robot (66.93.156.xx)	R	s.also Scrubby/2.x	http://www.scrubtheweb.com/	
id_moz_031107_4	Mozilla/5.0 (compatible; ShunixBot/1.x.x +http://www.shunix.com/robot.htm)	Shunixbot (France) beta / test semantic web indexing robot	R		http://www.shunix.com/	
id_moz_971	Mozilla/5.0 (compatible; ShunixBot/1.x; http://www.shunix.com/bot.htm)	Shunixbot (France) beta / test semantic web indexing robot	R		http://www.shunix.com/	
id_moz_280607_2	Mozilla/5.0 (compatible; SkreemRBot +http://skreemr.com)	Skreemr - Audio search engine	R	64.15.69.x	http://skreemr.com/	
id_moz_070207_2	Mozilla/5.0 (compatible; SnapPreviewBot; en-US; rv:1.8.0.9) Gecko/20061206 Firefox/1.5.0.9	Snap Firefox Search Plugin	B		http://www.snap.com/about/spa1A.php	
id_moz_972	Mozilla/5.0 (compatible; SpurlBot/0.2)	Spurl.net bookmark service & search engine (84.40.30.xxx)	R C		http://www.spurl.net	
id_moz_190108_1	Mozilla/5.0 (compatible; SummizeBot +http://www.summize.com)	Summize - Opinion and review search robot	R	208.79.17.x[x]	http://www.summize.com/	
id_moz_973	Mozilla/5.0 (compatible; SYCLIKControl/LinkChecker;)	Syclik Control web content management system	R C		http://www.syclik.com	
id_moz_070607_1	Mozilla/5.0 (compatible; Synoobot/0.9; http://www.synoo.com/search/bot.html)	Synoo web directory robot	R	212.12.114.2xx	http://www.synoo.com/search/bot.html	
id_moz_261105_1	Mozilla/5.0 (compatible; Theophrastus/x.x; http://users.cs.cf.ac.uk/N.A.Smith/theophrastus.php)	Theophrastus Internet Spider for a basic search engine project	R		http://users.cs.cf.ac.uk/N.A.Smith/theophrastus.php	
id_moz_030207_2	Mozilla/5.0 (compatible; TridentSpider/3.1)	Interseek - Java search engine technology used for Pogodak search	R	213.253.92.x	http://www.interseek.com/	http://www.pogodak.com/
id_moz_974	Mozilla/5.0 (compatible; Vagabondo/2.1; webcrawler at wise-guys dot nl; http://webagent.wise-guys.nl/)	WiseGuys robot	R	s.also - Mozilla/3.0 (Vagabondo... - Vagabondo..	http://www.wise-guys.nl/Contact/index.php?botselected=webagents&lang=uk	
id_moz_280209_4	Mozilla/5.0 (compatible; Webduniabot/1.0; +http://search.webdunia.com/bot.aspx)	Webdunia search (India) robot	R		http://www.webdunia.com/	
id_moz_151205_1	Mozilla/5.0 (compatible; Windows NT 5.0; phpwebbrainBot/0.1 - http://www.monsterli.ch/phpwebbrain/)	phpwebbrain online bookmark service (Germany)	C		http://www.monsterli.ch/phpwebbrain/	
id_moz_150307_1	Mozilla/5.0 (compatible; worio bot heritrix/1.10.0 +http://worio.com)	WORIO (beta) search for computer scientists and programmers using Heritrix open-source crawler	R	137.82.84.xx	http://www.worio.com/	http://www.archive.org/
id_moz_221008_1	Mozilla/5.0 (compatible; WoW Lemmings Kathune/2.0;http://www.wowlemmings.com/kathune.html)	Kathune spider for World of Warcraft guild data. Used to power WoW Lemmings	R	76.12.83.24x	http://www.wowlemmings.com/kathune.html	http://www.wowlemmings.com/
id_moz_260407_1	Mozilla/5.0 (compatible; XTbot/1.0v; +http://www.externaltest.com)	eXternalTest - Server and online services monitoring	C		http://www.externaltest.com/	
id_moz_290606_2	Mozilla/5.0 (compatible; Yahoo! DE Slurp; http://help.yahoo.com/help/us/ysearch/slurp)	Yahoo / Inktomi search robot	R	66.196.77.1xx / 72.30.98.2xx		
id_moz_181105_1	Mozilla/5.0 (compatible; Yahoo! Slurp China; http://misc.yahoo.com.cn/help.html)	Inktomi robot (202.160.180.xxx) for Yahoo China	R		http://www.yahoo.com.cn/	http://www.inktomi.com/
id_moz_975	Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)	Inktomi robot for Yahoo (via 66.196.xx.xxx)	R		http://www.inktomi.com	
id_moz_061208_2	Mozilla/5.0 (compatible; YesupBot/1.0; +http://www.yesup.net/bot.html)	Yesup Seo - Toronto SEO Service	C	66.48.78.1xx	http://yesupseo.com/	
id_moz_250107_1	Mozilla/5.0 (compatible; Yoono; http://www.yoono.com/)	Yoono - community based search (193.110.140.xxx / 194.0.179.[x]xx)	R	s. also yoono/1.0 web-crawler - yoofind/yoofind ..	http://www.yoono.com/	
id_moz_061208_3	Mozilla/5.0 (compatible; YoudaoBot/1.0; http://www.youdao.com/help/webmaster/spider/; )	Youdao search (China) robot	R	202.108.7.1xx	http://www.youdao.com/	
id_moz_050807_1	Mozilla/5.0 (compatible; Zenbot/1.3; +http://zen.co.za/webmasters/)	Zenbot robot for the Southern African Zen search service	R	196.46.116.x[x] / 196.23.180.x[x]	http://zen.co.za/	http://zen.co.za/webmasters/
id_moz_110408_1	"Mozilla/5.0 (compatible; zermelo +http://www.powerset.com) [email:paul@page-store.com,crawl@powerset.com]"	Powerset Natural Language Search crawler (under development) using Heritrix via Amazon Web Services	R	67.202.34.xxx	http://www.powerset.com/	http://www.amazon.com/gp/browse.html?node=3435361
id_moz_030606_1	Mozilla/5.0 (compatible;archive.org_bot/1.7.1; collectionId=316; Archive-It; +http://www.archive-it.org)	Heritrix - The Internet Archive's open-source crawler (207.241.225.2xx)	R	s.also - InternetArchive/0.8-dev - archive.org_bot	http://www.archive.org/	
id_moz_180906_2	Mozilla/5.0 (compatible;archive.org_bot/heritrix-1.9.0-200608171144 +http://pandora.nla.gov.au/crawl.html)	Wayback Machine Internet Archive crawler	R	207.241.233.2xx	http://www.archive.org/index.php	
id_moz_180107_1	Mozilla/5.0 (compatible;FindITAnswersbot/1.0;+http://search.it-influentials.com/bot.htm)	FindITAnswers - Search engine for software developers	B	74.93.15.249	http://www.finditanswers.com/	
id_moz_170906_2	Mozilla/5.0 (compatible;MAINSEEK_BOT)	Mainseek search (Poland) robot	R	80.190.213.xx	http://www.mainseek.com/	
id_moz_290708_1	Mozilla/5.0 (Gecko/20070310 Mozshot/0.0.20070628; http://mozshot.nemui.org/)	MozShot - Technical demo to take screenshot of any URL	B		http://mozshot.nemui.org/	
id_moz_150408_2	Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.4; en-US; rv:1.9b5) Gecko/2008032619 Firefox/3.0b5	Mozilla Firefox 3.0 beta (Gran Paradiso) for MacOS	B		http://developer.mozilla.org/en/docs/Firefox_3_for_developers	
id_moz_976	Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.0.1) Gecko/20021219 Chimera/0.6	Chimera browser (Mozilla/Gecko engine) - now Camino Mac PowerPC	B		http://www.mozilla.org	
id_moz_977	Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.0.1) Gecko/20030306 Camino/0.7	Camino browser (Mozilla/Gecko engine) - ex Chimera Mac PowerPC	B		http://www.mozilla.org	
id_moz_978	Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-US) AppleWebKit/xx (KHTML like Gecko) OmniWeb/v5xx.xx	OmniWeb 5.x.x Mac OS X browser	B		http://www.omnigroup.com	
id_moz_979	Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/xxx.x (KHTML like Gecko) Safari/12x.x	Safari 1.2x browser (Mozilla/Gecko engine) MAC OS X	B		http://www.apple.com	
id_moz_980	Mozilla/5.0 (Macintosh; U; PPC; en-US; rv:0.9.2) Gecko/20010726 Netscape6/6.1	Netscape 6.x Mac PowerPC	B			
id_moz_981	Mozilla/5.0 (research@mediatrec.com)	unknown robot from gw.ocg-corp.com				
id_moz_260806_1	Mozilla/5.0 (Sage)	Sage - RSS and Atom feed reader extension for Mozilla Firefox	B		http://sage.mozdev.org/	
id_moz_982	Mozilla/5.0 (Slurp/cat; slurp@inktomi.com; http://www.inktomi.com/slurp.html)	Inktomi (Hotbot-Lycos - NBCi etc.) robot	R		http://www.inktomi.com	
id_moz_983	Mozilla/5.0 (Slurp/si; slurp@inktomi.com; http://www.inktomi.com/slurp.html)	Inktomi (Hotbot-Lycos - NBCi etc.) robot	R		http://www.inktomi.com	
id_moz_984	Mozilla/5.0 (SunOS 5.8 sun4u; U) Opera 5.0 [en]	Opera 5.x SunOS	B			
id_moz_020507_1	Mozilla/5.0 (Twiceler-0.9 http://www.cuill.com/twiceler/robot.html)	Twiceler experimental web crawler	R	64.62.136.xxx	http://www.cuill.com/	
id_moz_070106_2	Mozilla/5.0 (Version: xxxx Type:xx)	Some spambot from Romania (82.208.139.1xx & 86.123.65.xx) - Maybe email harvesting	S	UA sometimes have random letters like: vkfjkgo...		
id_moz_985	Mozilla/5.0 (wgao@genieknows.com)	GenieKnows.com search robot (64.5.245.xx / 64.5.220.xxx)	R		http://www.genieknows.com/	
id_moz_986	Mozilla/5.0 (Windows; U; Win98; en-US; rv:0.9.2) Gecko/20010726 Netscape6/6.1	Netscape 6.x Win98	B			
id_moz_987	Mozilla/5.0 (Windows; U; Win98; en-US; rv:x.xx) Gecko/20030423 Firebird Browser/0.6	Firebird browser (Mozilla/Gecko engine) - ex Phoenix Win98	B		http://www.mozilla.org	
id_moz_988	Mozilla/5.0 (Windows; U; Win9x; en; Stable) Gecko/20020911 Beonex/0.8.1-stable	Beonex Communicator browser (Mozilla/Gecko engine)	B		http://www.beonex.com	
id_moz_111205_1	Mozilla/5.0 (Windows; U; Windows NT 5.0; en-US; rv:1.7.7) NimbleCrawler 1.11 obeys UserAgent NimbleCrawler For problems contact: crawler_at_dataalchemy.com	Healthline health related search robot (72.5.115.xx)	R		http://www.healthline.com/	
id_moz_171008_2	"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/525.19 (KHTML, like Gecko) Chrome/0.2.153.1 Safari/525.19"	Google Chrome browser based on WebKit (Safari)	B		http://www.google.com/chrome	
id_moz_170207_1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.0.5) Gecko/20060731 Firefox/1.5.0.5 Flock/0.7.4.1	Flock web browser built on Mozilla technologies	B		http://www.flock.com/	
id_moz_190108_3	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.11) Gecko/20071127 Firefox/2.0.0.4/Megaupload x.0	Megaupload Mega Manager - Download manager plugin for Firefox	D		http://www.megaupload.com/manager/de/	
id_moz_171008_1	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.0.1) Gecko/2008092215 Firefox/3.0.1 Orca/1.1 beta 3	Orca browser - based on Gecko	B		http://www.orcabrowser.com	
id_moz_989	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:x.x.x) Gecko/20041107 Firefox/x.x	Firefox browser (Mozilla/Gecko engine) - ex Firebird WinXP	B		http://www.mozilla.org	
id_moz_990	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:x.xx) Gecko/20030504 Mozilla Firebird/0.6	Firebird browser (Mozilla/Gecko engine) - ex Phoenix WinXP	B		http://www.mozilla.org	
id_moz_991	Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:x.xxx) Gecko/20041027 Mnenhy/0.6.0.104	Mnenhy - enhanced mail & news Mozilla based browser	B		http://mnenhy.mozdev.org/index-de.html	
id_moz_060508_2	Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.8.1) VoilaBot BETA 1.2 (support.voilabot@orange-ftgroup.com)	Voila.fr robot	R		http://www.voila.fr	
id_moz_080608_2	Mozilla/5.0 (Windows; U; Windows NT 5.1; fr; rv:1.8.1) VoilaBot BETA 1.2 (support.voilabot@orange-ftgroup.com)	Voila.fr robot	R		http://www.voila.fr	
id_moz_150408_3	Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9b5) Gecko/2008032620 Firefox/3.0b5	Mozilla Firefox 3.0 beta (Gran Paradiso) for Win	B		http://developer.mozilla.org/en/docs/Firefox_3_for_developers	
id_moz_300407_2	Mozilla/5.0 (Windows; U;XMPP Tiscali Communicator v.10.0.1; Windows NT 5.1; it; rv:1.8.1.3) Gecko/20070309 Firefox/2.0.0.3	Tiscali Communicator - Online services suite	B		http://im.tiscali.com/index.html	
id_moz_300106_1	Mozilla/5.0 (Windows;) NimbleCrawler 1.12 obeys UserAgent NimbleCrawler For problems contact: crawler@health	Healthline health related search robot (72.5.115.xx)	R		http://www.healthline.com/	
id_moz_161205_2	Mozilla/5.0 (Windows;) NimbleCrawler 1.12 obeys UserAgent NimbleCrawler For problems contact: crawler@healthline.com	Healthline health related search robot (72.5.115.xx)	R		http://www.healthline.com/	
id_moz_090807_2	Mozilla/5.0 (X11; Linux i686; U;rv: 1.7.13) Gecko/20070322 Kazehakase/0.4.4.1	Kazehakase - Gecko based browser (Japan)	B		http://kazehakase.sourceforge.jp/	
id_moz_992	Mozilla/5.0 (X11; U; Linux 2.4.2-2 i586; en-US; m18) Gecko/20010131 Netscape6/6.01	Netscape 6.x Linux	B			
id_moz_160306_1	Mozilla/5.0 (X11; U; Linux i686; de-AT; rv:1.8.0.2) Gecko/20060309 SeaMonkey/1.0	SeaMonkey browser suite (ex Mozilla) on Linux	B		http://www.mozilla.org/projects/seamonkey/	
id_moz_993	Mozilla/5.0 (X11; U; Linux i686; en-GB; rv:1.7.6) Gecko/20050405 Epiphany/1.6.1 (Ubuntu) (Ubuntu package 1.0.2)	Epiphany (Mozilla/Gecko engine) browser Linux	B		http://www.gnome.org/projects/epiphany/	
id_moz_994	Mozilla/5.0 (X11; U; Linux i686; en-US; Nautilus/1.0Final) Gecko/20020408	Nautilus (developed by Eazel.com) 1.x Browser Linux	B		http://swin05.dyndns.biz/Doc/Docrh7.03us/DocRH7.3us/sunsite.mff.cuni.cz/pub/redhat/linux/7.3/fr/doc/RH-DOCS/rhl-gsg-en-7.3/s1-browsers-nautilus.html	
id_moz_995	Mozilla/5.0 (X11; U; Linux i686; en-US; rv:0.9.3) Gecko/20010801	Mozilla (Gecko) 0.9x browser Linux	B			
id_moz_030110_5	Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.2.1; aggregator:Spinn3r (Spinn3r 3.1); http://spinn3r.com/robot) Gecko/20021130	Spinn3r social network crawler	R	64.34.195.1xx	http://spinn3r.com/	
id_moz_996	Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.2b) Gecko/20021007 Phoenix/0.3	Phoenix 0.3 browser (Mozilla/Gecko engine) - now Firebird Linux	B		http://www.firebirdsql.org/	
id_moz_997	Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.6) Gecko/20040413 Epiphany/1.2.1	Epiphany (Mozilla/Gecko engine) browser Linux	B		http://www.gnome.org/projects/epiphany/	
id_moz_190107_1	Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.0.7) Gecko/20060909 Firefox/1.5.0.7 SnapPreviewBot	Snap Firefox Search Plugin	B		http://www.snap.com/about/spa1A.php	
id_moz_240107_2	Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1) Gecko/20061129 BonEcho/2.0	Bon Echo Alpha - developer preview of future Firefox browser	B		http://www.mozilla.org/projects/bonecho/releases/2.0a1.html	
id_moz_240207_2	Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.8.1.1) Gecko/20061205 Iceweasel/2.0.0.1 (Debian-2.0.0.1+dfsg-2)	IceWeasel - the GNU version of the Firefox browser	B		http://www.gnu.org/software/gnuzilla/	
id_moz_150408_1	Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9a8) Gecko/2007100619 GranParadiso/3.0a8	Mozilla Firefox 3.0 beta (Gran Paradiso) for Linux	B		http://developer.mozilla.org/en/docs/Firefox_3_for_developers	
id_moz_999	Mozilla/5.0 Galeon/1.0.2 (X11; Linux i686; U;) Gecko/20011224	Galeon 1.x Browser Linux	B		http://galeon.sourceforge.net/	
id_moz_1000	Mozilla/5.0 gURLChecker/0.x.x (Linux)	gURLChecker - GNOME link checking tool	C		http://www.nongnu.org	
id_moz_1001	Mozilla/5.0 URL-Spider	URL Spider - used by usww.net	R		http://www.url-spider.com/	
id_moz_1002	Mozilla/5.0 usww.com-Spider-for-w8.net	W8net spider	R		http://www.usww.com	
id_moz_1003	Mozilla/5.0 wgao@genieknows.com	GenieKnows.com search robot (64.5.245.xx / 64.5.220.xxx)	R		http://www.genieknows.com	
id_moz_111205_7	Mozilla/5.0 whoiam [http://www.axxus.de/]	axxus.de German business directory	R C		http://www.axxus.de/	
id_moz_998	Mozilla/5.0 [en] (compatible; Gulper Web Bot 0.2.4 www.ecsl.cs.sunysb.edu/~maxim/cgi-bin/Link/GulperBot)	Yuntis : Collaborative Web Resource Categorization and Ranking Project robot	R		http://www.ecsl.cs.sunysb.edu/yuntis/	
id_g_m_190606_1	MQbot metaquerier.cs.uiuc.edu/crawler	MetaExplorer project's MetaQuerier robot	R	192.17.11.xx	http://metaquerier.cs.uiuc.edu/	
id_g_m_251006_1	MQBOT/Nutch-0.9-dev (MQBOT Nutch Crawler; http://falcon.cs.uiuc.edu; mqbot@cs.uiuc.edu)	MetaExplorer project's MetaQuerier robot	R	192.17.11.xx	http://metaquerier.cs.uiuc.edu/	
id_g_m_1004	MSFrontPage/4.0	MS Frontpage 4.x	B			
id_g_m_1005	MSIE 4.0 (Win95)	Some faked UA - maybe for a download manager	D			
